person ID,chinese name,hanyupinyin_ corrected,year of birth,year of death,出生地 (1st column is self-designated without referencing sources),,,birth - province,birth - level2,birth - level 3,birth - level 4,birth - level 5
C02385,林亮生,lin liang sheng ,,,,,,广东,梅县,,,
C02386,叶呈辉,ye cheng hui ,,,,,,福建,南安,,,
C02387,郭亦南,guo yi nan ,,,,,,福建,漳州,,,
C02388,阮金水,ruan jin shui ,,,,,,广东,四会,,,
C02389,林有玉,lin you yu ,,,,,,福建,永春,,,
C02390,陈銮,chen luan ,,,,,,福建,永春,,,
C02391,杨吴孙,yang wu sun ,,,,,,广东,惠来,,,
C02392,王渊泉,wang yuan quan ,,,,,,福建,南安,,,
C02393,陈玉合,chen yu he ,,,,,,广东,普宁,,,
C02394,郭绪纯,guo xu chun ,,,,,,福建,南安,,,
C02395,黄汉腾,huang han teng ,,,,,,广东,四会,,,
C02396,侯三来,hou san lai ,,,,,,福建,南安,,,
C02397,蔡文头,cai wen tou ,,,,,,福建,惠安,,,
C02398,李怡星,li yi xing ,,,,,,福建,永春,,,
C02399,蔡峇舌,cai ba she ,,,,,,福建,南安,,,
C02400,蒋有士,jiang you shi ,,,,,,福建,,,,
C02401,郭文长,guo wen zhang ,,,,,,福建,同安,,,
C02402,李铁若,li tie ruo ,,,,,,广东,大埔,,,
C02403,覃国炳,tan guo bing ,,,,,,广东,琼州,,,
C02404,戴凤绍,dai feng shao ,,,,,,福建,南安,,,
C02405,王昌蔚,wang chang wei ,,,,,,,,,,
C02406,林玉杯,lin yu bei ,,,,,,福建,永春,,,
C02407,王喜成,wang xi cheng ,,,,,,福建,惠安,,,
C02408,陈基俨,chen ji yan ,,,,,,福建,安溪,,,
C02409,陈英担,chen ying dan ,,,,,,福建,南安,,,
C02410,林买立,lin mai li ,,,,,,广东,台山,,,
C02411,林廷琩,lin ting chang ,,,,,,广东,文昌,,,
C02412,田秉璋,tian bing zhang ,,,,,,福建,诏安,,,
C02413,林定当,lin ding dang ,,,,,,福建,南安,,,
C02414,柯天汃,ke tian bin ,,,,,,福建,同安,,,
C02415,王兰谷,wang lan gu ,,,,,,广东,梅县,,,
C02416,林登瀛,lin deng ying ,,,,,,福建,闽侯,,,
C02417,颜送,yan song ,,,,,,福建,永春,,,
C02418,白仰峰,bai yang feng ,,,,,,福建,安溪,,,
C02419,李铭兴,li ming xing ,,,,,,广东,梅县,,,
C02420,王吉卿,wang ji qing ,,,,,,琼州,乐会,,,
C02421,张鸟番,zhang niao fan ,,,,,,福建,同安,,,
C02422,黄重吉,huang zhong ji ,,,,,,永春,卿园,,,
C02423,甄齐福,zhen qi fu ,,,,,,广东,台山,,,
C02424,林宗彬,lin zong bin ,,,,,,福建,海澄,,,
C02425,陈良臣,chen liang chen ,,,,,,广东,普宁,,,
C02426,卢尚武,lu shang wu ,,,,,,广东,顺德,,,
C02427,徐华霖,xu hua lin ,,,,,,福建,崇安,,,
C02428,崔启沛,cui qi pei ,,,,,,广东,南海,,,
C02429,黄德新,huang de xin ,,,,,,广东,文昌,,,
C02430,王文来,wang wen lai ,,,,,,福建,同安,,,
C02431,苏秉礼,su bing li ,,,,,,广东,番禺,,,
C02432,徐元英,xu yuan ying ,,,,,,浙江,,,,
C02433,陈启光,chen qi guang ,,,,,,广东,,,,
C02434,庄上林,zhuang shang lin ,,,,,,福建,,,,
C02435,杨宽裕,yang kuan yu ,,,,,,福建,同安,,,
C02436,陈德成,chen de cheng ,,,,,,福建,,,,
C02437,林丁山,lin ding shan ,,,,,,福建,思明,,,
C02438,吴民生,wu min sheng ,,,,,,广东,文昌,,,
C02439,黄尚富,huang shang fu ,,,,,,闽南,安诗,,,
C02440,刘顺墨,liu shun mo ,,,,,,福建,同安,,,
C02441,汤文珍,tang wen zhen ,,,,,,福建,长泰,,,
C02442,郭长保,guo zhang bao ,,,,,,福建,漳州,,,
C02443,简图南,jian tu nan ,,,,,,福建,南靖,,,
C02444,施荷农,shi he nong ,,,,,,福建,龙溪,,,
C02445,周诗成,zhou shi cheng ,,,,,,福建,杏苑,,,
C02446,黄伯雍,huang bo yong ,,,,,,福建,漳州,,,
C02447,李增禄,li zeng lu ,,,,,,福建,思明,,,
C02448,陈喜逢,chen xi feng ,,,,,,福建,安溪,,,
C02449,李传别,li chuan bie ,,,,,,福建,安溪,,,
C02450,林为中,lin wei zhong ,,,,,,福建,安溪,,,
C02451,余国荣,yu guo rong ,,,,,,广东,台山,,,
C02452,姚宝章,yao bao zhang ,,,,,,福建,晋江,,,
C02453,陈中汉,chen zhong han ,,,,,,广东,新会,,,
C02454,林秉彝,lin bing yi ,,,,,,广东,揭阳,,,
C02455,陈振福,chen zhen fu ,,,,,,福建,思明,,,
C02456,林天竞,lin tian jing ,,,,,,闽永,春霞,,,
C02457,童钦喜,tong qin xi ,,,,,,广东,梅县,,,
C02458,吴英武,wu ying wu ,,,,,,广东,陆丰,,,
C02459,康藻华,kang zao hua ,,,,,,广东,顺德,,,
C02460,林明,lin ming ,,,,,,广东,惠阳,,,
C02461,蒋报丑,jiang bao chou ,,,,,,福建,晋江,,,
C02462,苏垂修,su chui xiu ,,,,,,,,,,
C02463,王觉,wang jiao ,,,,,,福建,永春,,,
C02464,王信超,wang xin chao ,,,,,,福建,永春,,,
C02465,吴逢超,wu feng chao ,,,,,,福建,南安,,,
C02466,林严老,lin yan lao ,,,,,,福建,同安,,,
C02467,黄奕茶,huang yi cha ,,,,,,福建,南安,,,
C02468,梁根,liang gen ,,,,,,广东,顺德,,,
C02469,王集豪,wang ji hao ,,,,,,福建,永春,,,
C02470,曾文周,ceng wen zhou ,,,,,,福建,泉州,,,
C02471,潘澄我,pan cheng wo ,,,,,,广东,梅县,,,
C02472,史鉴周,shi jian zhou ,,,,,,福建,晋江,,,
C02473,陈永镇,chen yong zhen ,,,,,,福建,永春,,,
C02474,谢持积,xie chi ji ,,,,,,福建,南安,,,
C02475,杨允甫,yang yun fu ,,,,,,广东,梅县,,,
C02476,林润泽,lin run ze ,,,,,,安溪,,,,
C02477,梁纪念,liang ji nian ,,,,,,福建,南安,,,
C02478,王文献,wang wen xian ,,,,,,福建,福清,,,
C02479,童德霖,tong de lin ,,,,,,广东,梅县,,,
C02480,陈礽科,chen reng ke ,,,,,,福建,永春,,,
C02481,何钻,he zuan ,,,,,,福建,长泰,,,
C02482,刘惠卿,liu hui qing ,,,,,,福建,南靖,,,
C02483,何如群,he ru qun ,,,,,,广东,大埔,,,
C02484,林书藩,lin shu fan ,,,,,,福建,闽侯,,,
C02485,陈和铨,chen he quan ,,,,,,福建,长乐,,,
C02486,林泗评,lin si ping ,,,,,,福建,同安,,,
C02487,夏柳如,xia liu ru ,,,,,,广东,梅县,,,
C02488,吴文楚,wu wen chu ,,,,,,福建,晋江,,,
C02489,洪天宝,hong tian bao ,,,,,,福建,南安,,,
C02490,白火炭,bai huo tan ,,,,,,福建,安溪,,,
C02491,吕振万,lu zhen wan ,,,,,,福建,南安,,,
C02492,杨能通,yang neng tong ,,,,,,福建,海澄,,,
C02493,钟其致,zhong qi zhi ,,,,,,广东,万宁洋,,,
C02494,王川贝,wang chuan bei ,,,,,,福建,漳州,海澄,,
C02495,冯荣华,feng rong hua ,,,,,,广东,梅县,,,
C02496,杜守荐,du shou jian ,,,,,,福建,同安,,,
C02497,罗新发,luo xin fa ,,,马来西亚,槟城,浮罗山背,,,,,
C02498,罗亚连,luo ya lian ,,,,,,广东,新宁,,,
C02499,冯彬祥,feng bin xiang ,,,,,,广东,增城,,,
C02500,谢山,xie shan ,,,,,,福建,,,,
C02501,李子云,li zi yun ,,,,,,广东,开平,,,
C02502,黄水田,huang shui tian ,,,,,,福建,,,,
C02503,陈兴砚,chen xing yan ,,,,,,福建,永春,,,
C02504,张开文,zhang kai wen ,,,,,,福建,福清,,,
C02505,林翀霄,lin chong xiao ,,,,,,福建,永春,,,
C02506,叶臻礼,ye zhen li ,,,,,,广东,南海,,,
C02507,林钟淇,lin zhong qi ,,,,,,闽南安人,,,,
C02508,曾广万,zeng guang wan,,,,,,广东,,,,
C02509,李增寿,li zeng shou ,,,,,,福建,思明,,,
C02510,蒋英添,jiang ying tian ,,,,,,福建,南靖,,,
C02511,李昌安,li chang an ,,,,,,四川,,,,
C02512,曾江水,zeng jiang shui,1875,,马来西亚,马六甲,,福建,思明,,,
C02513,陈清韵,chen qing yun ,,,,,,福建,思明,,,
C02514,柯孟淇,ke meng qi ,1872,1952,,,,福建,同安,,,
C02515,林彬卿,lin bin qing ,,,,,,福建,永春,,,
C02516,郑绳保,zheng sheng bao ,,,,,,福建,永春,,,
C02517,林照英别传,lin zhao ying bie chuan ,,,,,,广东,琼州,,,
C02518,刘静波,liu jing bo ,,,,,,福建,永春,,,
C02519,马纯清,ma chun qing ,,,,,,广东,潮阳,,,
C02520,林贻奏,lin yi zou ,,,,,,福建,永春,,,
C02521,阙子郁,que zi yu ,,,,,,福建,永定,,,
C02522,刘汉忠,liu han zhong ,,,,,,福建,惠安,,,
C02523,罗佳兆,luo jia zhao ,,,,,,江西,南昌,,,
C02524,陈珠根,chen zhu gen ,,,,,,福建,同安,,,
C02525,易倩愚,yi qian yu ,,,,,,四川,富顺,,,
C02526,王间渠,wang jian qu ,,,,,,福建,晋江,,,
C02527,王德宾,wang de bin ,,,,,,广东,揭阳,,,
C02528,庄悟桐,zhuang wu tong ,,,,,,,,,,
C02529,周合钦,zhou he qin ,,,,,,广东,湖安,,,
C02530,蕾锦兰,lei jin lan ,,,,,,福建,南安,,,
C02531,林扶持,lin fu chi ,,,,,,福建,惠安,,,
C02532,吕俊恭,lu jun4 gong ,,,,,,,,,,
C02533,章黼丞,zhang fu cheng ,,,,,,福建,崇安,,,
C02534,董恩典,dong en dian ,,,,,,广东,饶平,,,
C02535,谢清根,xie qing gen ,,,,,,福建,海澄,,,
C02536,魏文种,wei wen zhong ,,,,,,福建,海澄,,,
C02537,李肇祥,li zhao xiang ,,,,,,广东,鹤山,,,
C02538,林金绵,lin jin mian ,,,,,,福建,南安,,,
C02539,黄永苗,huang yong miao ,,,,,,广东,饶邑,,,
C02540,林财金,lin cai jin ,,,新加坡,,,福建,东山,,,
C02541,吕从善,lu cong shan ,,,,,,广东,新会,,,
C02542,林精昭 ,lin jing zhao  ,,,,,,,,,,
C02543,柯天斧,ke tian fu ,,,,,,福建,海澄,,,
C02544,蔡来成,cai lai cheng ,,,,,,福建,海澄,,,
C02545,留昭明,liu zhao ming ,,,,,,,,,,
C02546,黄章增,huang zhang zeng ,,,,,,福建,同安,,,
C02547,蔡江河,cai jiang he ,,,,,,福建,漳州,,,
C02548,吕俊保,lu jun4 bao ,,,,,,福建,金门,,,
C02549,何清潭,he qing tan ,,,,,,福建,晋江,,,
C02550,陈昭门,chen zhao men ,,,,,,福建,晋江,,,
C02551,李振殿别传,li zhen dian bie chuan ,,,,,,福建,海澄,,,
C02552,陈春秋,chen chun qiu ,,,新加坡,,,福建,安溪,,,
C02553,侯石灿,hou shi can ,,,,,,福建,龙溪,,,
C02554,留昭南,liu zhao nan ,,,星洲,,,福建,同安,,,
C02555,杨世昌,yang shi chang ,,,,,,广东,大埔,,,
C02556,沈桂梓,shen gui zi ,,,,,,福建,诏安,,,
C02557,林存礼,lin cun li ,,,,,,福建,海澄,,,
C02558,林明春,lin ming chun ,,,,,,福建,东山,,,
C02559,林廷洽,lin ting qia ,,,,,,福建,同安,,,
C02560,林金殿别传,lin jin dian bie chuan ,,,,,,福建,同安,,,
C02561,洪清风,hong qing feng ,,,,,,福建,漳浦,,,
C02562,严家修,yan jia xiu ,,,,,,广东,琼州　,,,
C02563,李怡秋,li yi qiu ,,,,,,福建,,,,
C02564,郑瑞生,zheng rui sheng ,,,马来西亚,槟城,,福建,永春,,,
C02565,杨顺美,yang shun mei ,,,,,,福建,海澄,,,
C02566,林国波,lin guo bo ,,,,,,福建,安溪,,,
C02567,傅金城,fu jin cheng ,,,,,,福建,南安,,,
C02568,林成兴,lin cheng xing ,,,,,,福建,东山,,,
C02569,黄文朝,huang wen chao ,,,,,,福建,同安,,,
C02570,陈雅苗,chen ya miao ,,,,,,福建,海澄,,,
C02571,王坤吉,wang kun ji ,,,,,,福建,漳州,,,
C02572,陈国珍,chen guo zhen ,,,,,,福建,思明,,,
C02573,林水枞,lin shui cong ,,,,,,福建,南安,,,
C02574,陈添九,chen tian jiu ,,,,,,福建,思明,,,
C02575,黄群灼,huang qun zhuo ,,,,,,广东,大埔,,,
C02576,李增海,li zeng hai ,,,,,,福建,金门,,,
C02577,陈荣杰,chen rong jie ,,,新加坡,,,广东,,,,
C02578,黄善一,huang shan yi ,,,,,,福建,金门,,,
C02579,刘世阔,liu shi kuo ,,,,,,福建,永春,,,
C02580,陈允锦,chen yun jin ,,,,,,福建,金门,,,
C02581,林绳心,lin sheng xin ,,,,,,福建,永春,,,
C02582,林宸谋,lin chen mou ,,,,,,福建,永春,,,
C02583,戴金枝,dai jin zhi ,,,,,,福建,云霄,,,
C02584,陈宗誉,chen zong yu ,,,,,,福建,永春,,,
C02585,黄伯勋,huang bo xun ,,,,,,广东,大埔,,,
C02586,黄明祥,huang ming xiang ,,,,,,福建,永春,,,
C02587,王杰,wang jie ,,,,,,福建,兴化,,,
C02588,张祝三,zhang zhu san ,,,,,,广东,惠阳,,,
C02589,李振连,li zhen lian ,,,,,,福建,永春,,,
C02590,郭玉圈,guo yu quan ,,,,,,福建,永春,,,
C02591,粘东生,zhan dong sheng ,,,,,,福建,晋江,,,
C02592,黄玉成,huang yu cheng ,,,,,,福建,晋江,,,
C02593,李文什,li wen shi ,,,,,,福建,永春,,,
C02594,李辉润,li hui run ,,,,,,福建,永春,,,
C02595,林清秀,lin qing xiu ,,,,,,福建,同安,,,
C02596,颜詒英,yan yi ying ,,,,,,福建,永春,,,
C02597,郑翘松,zheng qiao song ,,,,,,福建,永春,,,
C02598,吴震河,wu zhen he ,,,,,,福建,诏安,,,
C02599,刘广文,liu guang wen ,,,,,,潮州,潮安,,,
C02600,张来宝,zhang lai bao ,,,,,,福建,永春,,,
C02601,潘士烈,pan shi lie ,,,,,,福建,永春,,,
C02602,刘华守,liu hua shou ,,,,,,福建,永春,,,
C02603,刘怀光,liu huai guang ,,,,,,福建,永春,,,
C02604,李希文,li xi wen ,,,,,,福建,永春,,,
C02605,王代荣,wang dai rong ,,,,,,福建,永春,,,
C02606,王振炳,wang zhen bing ,,,,,,福建,永春,,,
C02607,吴六挥,wu liu hui ,,,,,,福建,,,,
C02608,黄鸿泽,huang hong ze ,,,,,,福建,南安,,,
C02609,刘章僻,liu zhang pi ,,,,,,福建,永春,,,
C02610,陈介民,chen jie min ,,,,,,,,,,
C02611,颜松木,yan song mu ,,,,,,福建,永春,,,
C02612,龙逢池,long feng chi ,,,,,,琼州,,,,
C02613,刘奕添,liu yi tian ,,,,,,福建,永春,,,
C02614,陈友会,chen you hui ,,,,,,福建,永春,,,
C02615,吴周须,wu zhou xu ,,,,,,福建,南安,,,
C02616,吴秉堃,wu bing kun ,,,,,,福建,沙县,,,
C02617,司徒畅懿,si tu chang yi ,,,,,,广东,开平,,,
C02618,颜声吟,yan sheng yin ,,,,,,永春,东山,,,
C02619,李乌掌,li wu zhang ,,,,,,福建,南安,,,
C02620,陈光和,chen guang he ,,,,,,福建,永春,,,
C02621,徐德燃,xu de ran ,,,,,,德化,,,,
C02622,刘天文,liu tian wen ,,,,,,福建,永春,,,
C02623,陈光前,chen guang qian ,,,,,,福建,永春,,,
C02624,林文殊,lin wen shu ,,,,,,,,,,
C02625,周晋材别传,zhou jin cai bie chuan ,,,,,,福建,海澄,,,
C02626,刘指,liu zhi ,,,,,,福建,永春,,,
C02627,林韵民,lin yun min ,,,,,,福建,闽侯,,,
C02628,李振南,li zhen nan ,,,,,,福建,永春,,,
C02629,陈则景,chen ze jing ,,,,,,福建,同安,,,
C02630,林振鎗,lin zhen qiang ,,,,,,福建,永春,,,
C02631,王永泰,wang yong tai ,,,,,,琼州,乐会,,,
C02632,陈连泰,chen lian tai ,,,,,,福建,晋江,,,
C02633,颜柴,yan chai ,,,,,,福建,永春,,,
C02634,吴水山,wu shui shan ,,,,,,福建,思明,,,
C02635,周青钱,zhou qing qian ,,,,,,河南,,,,
C02636,林毓,lin yu ,,,,,,福建,永春,,,
C02637,陈笃清,chen du qing ,,,,,,福建,永春,,,
C02638,陈纯胜,chen chun sheng ,,,,,,福建,永春,,,
C02639,刘床侯,liu chuang hou ,,,,,,福建,永春,,,
C02640,许国芳,xu guo fang ,,,,,,福建,思明,,,
C02641,林然英,lin ran ying ,,,,,,琼州,文昌,,,
C02642,张维汉,zhang wei han ,,,,,,福建,永春,,,
C02643,黄吉甫,huang ji fu ,,,,,,福建,晋江,,,
C02644,郭水浪,guo shui lang ,,,,,,福建,思明,,,
C02645,郭东海,guo dong hai ,,,,,,福建,永春,,,
C02646,郭石如,guo shi ru ,,,,,,潮州,潮安,,,
C02647,张章坛,zhang zhang tan ,,,,,,福建,永春,,,
C02648,陈礽泽,chen reng ze ,,,,,,福建,永春,,,
C02649,林振水,lin zhen shui ,,,,,,福建,永春,,,
C02650,许林池,xu lin chi ,,,,,,福建,金门,,,
C02651,曾云姜,ceng yun jiang ,,,,,,福建,南安,,,
C02652,任荣开,ren rong kai ,,,,,,广东,鹤山,,,
C02653,陈振八,chen zhen ba ,,,,,,福建,永春,,,
C02654,郑其登,zheng qi deng ,,,,,,福建,永春,,,
C02655,张开川,zhang kai chuan ,,,,,,,,,,
C02656,梁怡来,liang yi lai ,,,,,,,,,,
C02657,梁溪水,liang xi shui ,,,,,,福建,南安,,,
C02658,张顺棹,zhang shun zhao ,,,,,,,,,,
C02659,林天秩,lin tian zhi ,,,,,,琼州,山湖,,,
C02660,刘贝锦,liu bei jin ,,,,,,福建,永春,,,
C02661,余垂彩,yu chui cai ,,,,,,福建,永春,,,
C02662,陈乐水,chen le shui ,,,,,,福建,同安,,,
C02663,颜通闻,yan tong wen ,,,,,,福建,永春,,,
C02664,刘贝秀,liu bei xiu ,,,,,,福建,永春,,,
C02665,郭明,guo ming ,,,,,,广东,鹤山,,,
C02666,梁振明,liang zhen ming ,,,,,,广东,开平,,,
C02667,林邦汾,lin bang fen ,,,,,,福建,永春,,,
C02668,林邦谦,lin bang qian ,,,,,,福建,永春,,,
C02669,林邦蓄,lin bang xu ,,,,,,福建,永春,,,
C02670,陈奇文,chen qi wen ,,,,,,福建,诏安,,,
C02671,黄孙森,huang sun sen ,,,,,,福建,南安,,,
C02672,蔡其源,cai qi yuan ,,,,,,福建,永春,,,
C02673,林尔钟,lin er zhong ,,,,,,福建,永春,,,
C02674,黄长发,huang zhang fa ,,,,,,福建,南安,,,
C02675,许扶尧,xu fu yao ,,,,,,福建,金门,,,
C02676,余阵,yu zhen ,,,,,,福建,安溪,,,
C02677,林明琴,lin ming qin ,,,,,,福建,泉州,,,
C02678,黄振元,huang zhen yuan ,,,,,,广东,潮安,,,
C02679,王守和,wang shou he ,,,,,,福建,惠安,,,
C02680,吕秀元,lu xiu yuan ,,,,,,福建,南安,,,
C02681,林庶挥,lin shu hui ,,,,,,,,,,
C02682,蓝正怡,lan zheng yi ,,,,,,生于,古晋,,,
C02683,蓝镜清,lan jing qing ,,,,,,广东,大埔,,,
C02684,叶选青,ye xuan qing ,,,,,,福建,同安,,,
C02685,蔡天从,cai tian cong ,,,,,,福建,同安,,,
C02686,林德礼,lin de li ,,,星洲,,,福建,海澄,,,
C02687,赖汉滨,lai han bin ,,,,,,福建,丁州,,,
C02688,张木水,zhang mu shui ,,,,,,福建,东山,,,
C02689,陈习庭,chen xi ting ,,,,,,广东,澄海,,,
C02690,王昭卿,wang zhao qing ,,,,,,福建,同安,,,
C02691,郑佐铭,zheng zuo ming ,,,,,,福建,永春,,,
C02692,王鼎押,wang ding ya ,,,,,,福建,南安,,,
C02693,王福海,wang fu hai ,,,,,,,,,,
C02694,张璋沃,zhang zhang wo ,,,,,,福建,金门,,,
C02695,卢尚城,lu shang cheng ,,,,,,福建,金门,,,
C02696,李炎良,li yan liang ,,,,,,福建,金门,,,
C02697,洪宗近,hong zong jin ,,,,,,福建,同安,,,
C02698,童居吉,tong ju ji ,,,,,,福建,同安,,,
C02699,叶廷佳,ye ting jia ,,,,,,广东,鹤山,,,
C02700,陈范群,chen fan qun ,,,,,,广东,大埔,,,
C02701,胡子明,hu zi ming ,,,,,,广东,鹤山,,,
C02702,胡启聪,hu qi cong ,,,,,,福建,同安,,,
C02703,胡铜泰,hu tong tai ,,,马来西亚,槟城,,福建,同安,,,
C02704,胡锡康,hu xi kang ,,,,,,广东,鹤山,,,
C02705,冯思来,feng si lai ,,,,,,广东,海丰,,,
C02706,邱仁田,qiu ren tian ,,,,,,福建,海澄,,,
C02707,廖金柳,liao jin liu ,,,,,,福建,安溪,,,
C02708,林荣宅,lin rong zhai ,,,,,,福建,安溪,,,
C02709,符栋材,fu dong cai ,,,南洋北坡罗洲英领之纳闵埠,,,广东,文昌,,,
C02710,许快企,xu kuai qi ,,,,,,福建,南安,,,
C02711,林铁魂,lin tie hun ,,,,,,福建,同安,,,
C02712,蔡松涛,cai song tao ,,,,,,福建,海澄,,,
C02713,张如川,zhang ru chuan ,,,,,,福建,晋江,,,
C02714,叶迺引,ye nai yin ,,,,,,福建,德化,,,
C02715,陈文崇,chen wen chong ,,,,,,福建,同安,,,
C02716,洪佳才,hong jia cai ,,,,,,福建,南安,,,
C02717,郑朝建,zheng chao jian ,,,,,,福建,永春,,,
C02718,贺保三,he bao san ,,,,,,广东,大埔,,,
C02719,黄和庆,huang he qing ,,,,,,福建,南安,,,
C02720,刘贻勤,liu yi qin ,,,,,,福建,永春,,,
C02721,林助生,lin zhu sheng ,,,南洋,峇六甲埠,,福建,泉州,,,
C02722,郑世耀,zheng shi yao ,,,,,,福建,永春,,,
C02723,陈庚辛,chen geng xin ,,,,,,福建,同安,,,
C02724,饶镜清,rao jing qing ,,,,,,广东,大埔,,,
C02725,吴声晴,wu sheng qing ,,,,,,福建,永春,,,
C02726,郑美经,zheng mei jing ,,,,,,福建,永春,,,
C02727,侯标榜,hou biao bang ,,,,,,,,,,
C02728,丘双喜,qiu shuang xi ,,,,,,福建,海澄,,,
C02729,郑德渭,zheng de wei ,,,,,,福建,永春,,,
C02730,胡添,hu tian ,,,,,,福建,安溪,,,
C02731,王和顺,wang he shun ,,,,,,福建,海澄,,,
C02732,丘春和,qiu chun he ,,,新加坡,,,福建,,,,
C02733,黄献镗,huang xian tang ,,,,,,福建,同安,,,
C02734,李振华,li zhen hua ,,,,,,福建,永春,,,
C02735,陈书理,chen shu li ,,,,,,广东,澄海,,,
C02736,蔡玩泉,cai wan quan ,,,,,,福建,海澄,,,
C02737,王调铣,wang diao xi ,,,,,,福建,金门,,,
C02738,田翠玉,tian cui yu ,,,,,,,,,,
C02739,杨仁望,yang ren wang ,,,,,,晋江,安海,,,
C02740,陈永福,chen yong fu ,,,,,,福建,金门,,,
C02741,陈清标,chen qing biao ,,,,,,福建,同安,,,
C02742,叶金铨,ye jin quan ,,,星洲,,,福建,同安,,,
C02743,甘荆祥,gan jing xiang ,,,,,,福建,海澄,,,
C02744,尤天锡,you tian xi ,,,,,,福建,南安,,,
C02745,邱建在,qiu jian zai ,,,,,,漳州,海澄,,,
C02746,陈万蝶,chen wan die ,,,,,,福建,漳州,,,
C02747,郑阿九,zheng a jiu ,,,,,,福建,永春,,,
C02748,洪圆,hong yuan ,,,,,,福建,禾山,,,
C02749,黄济川,huang ji chuan ,,,,,,广东,南澳,,,
C02750,达明师,da ming shi ,,,,,,,,,,
C02751,陈兆琳,chen zhao lin ,,,,,,福建,同安,,,
C02752,洪逊露,hong xun lu ,,,,,,福建,南安,,,
C02753,郭成吉,guo cheng ji ,,,马来西亚,槟城,,广东,湖阳,,,
C02754,庄文健,zhuang wen jian ,,,,,,福建,晋江,,,
C02755,柯守业,ke shou ye ,,,,,,福建,安溪,,,
C02756,温文旦,wen wen dan ,,,,,,福建,海澄,,,
C02757,叶汉臣,ye han chen ,,,,,,广东,梅县,,,
C02758,陈文拨,chen wen bo ,,,,,,福建,晋江,,,
C02759,倪云山,ni yun shan ,,,,,,福建,晋江,,,
C02760,倪鉴秋,ni jian qiu ,,,,,,福建,晋江,,,
C02761,伍水俊,wu shui jun4 ,,,,,,福建,南安,石井,,
C02762,林来福,lin lai fu ,,,,,,福建,惠安,,,
C02763,黄蜈蚣,huang wu gong ,,,,,,福建,惠安,,,
C02764,许晓山,xu xiao shan ,,,,,,福建,南靖,,,
C02765,林水长,lin shui zhang ,,,,,,福建,海澄,,,
C02766,常允敏,chang yun min ,,,,,,福建,龙溪,,,
C02767,王文邦,wang wen bang ,,,,,,福建,金门,,,
C02768,张来杰,zhang lai jie ,,,新加坡,,,福建,永春,,,
C02769,林红蟳,lin hong xun ,,,,,,福建,海澄,,,
C02770,林元光,lin yuan guang ,,,,,,琼州,,,,
C02771,范家喻,fan jia yu ,,,,,,福建,永春,,,
C02772,林旭初,lin xu chu ,,,,,,湖州,普宁,,,
C02773,黄达忠,huang da zhong ,,,,,,广西,赣州,,,
C02774,孙桂馨,sun gui xin ,,,,,,福建,惠安,,,
C02775,谢风云,xie feng yun ,,,,,,福建,海澄,,,
C02776,许树雷,xu shu lei ,,,,,,福建,晋江,,,
C02777,邱集续,qiu ji xu ,,,,,,福建,海澄,,,
C02778,意通和尚,yi tong he shang ,,,,,,福建,安溪,,,
C02779,陈清江,chen qing jiang ,,,,,,福建,晋江,,,
C02780,林汉生,lin han sheng ,,,,,,福建,龙岩,,,
C02781,姚应宸,yao ying chen ,,,,,,福建,晋江,,,
C02782,叶宗荣,ye zong rong ,,,,,,福建,长泰,,,
C02783,林多御,lin duo yu ,,,,,,福建,永春,,,
C02784,罗谷文,luo gu wen ,,,,,,广东,兴宁,,,
C02785,骆宗汉,luo zong han ,,,,,,福建,惠安,,,
C02786,张金池,zhang jin chi ,,,,,,广东,开平,,,
C02787,李宝镜,li bao jing ,,,,,,广东,开平,,,
C02788,黄琼林,huang qiong lin ,,,,,,福建,永春,,,
C02789,陈宝脾,chen bao pi ,,,,,,福建,同安,,,
C02790,黄活水,huang huo shui ,,,,,,,,,,
C02791,辜添泉,gu tian quan ,,,,,,湖安,,,,
